1,26,432007
2,26,442379
3,26,452558
4,26,463066
5,26,473246
6,26,483544
7,26,494039
8,26,504187
9,26,514324
10,26,524477
11,26,534854
12,26,545306
13,26,555694
14,26,566080
15,26,576296
16,26,586530
17,26,596665
18,26,606812
19,26,616934
20,26,627235
21,26,637360
22,26,647555
23,26,657969
24,26,668113
25,26,678460
26,26,688603
27,26,698899
28,26,709057
29,26,719191
30,26,729358
31,26,739727
32,26,750072
33,26,760207
34,26,770342
35,26,780486
36,26,790655
37,26,800829
38,26,810994
39,26,821154
40,26,831409
41,26,841599
42,26,851726
43,26,861894
44,26,872175
45,26,882410
46,26,892560
47,26,902864
48,26,913029
49,26,923526
50,26,933675
51,26,944094
52,26,954261
53,26,964585
54,26,974958
55,26,985214
56,26,995410
57,27,5613
58,27,15964
59,27,26324
60,27,36497
61,27,46858
62,27,56998
63,27,67239
64,27,77363
65,27,87726
66,27,97924
67,27,108181
68,27,118306
69,27,128463
70,27,138590
71,27,148738
72,27,158868
73,27,169006
74,27,179410
75,27,189572
76,27,199917
77,27,210324
78,27,220480
79,27,230649
80,27,240779
81,27,250897
82,27,261007
83,27,271397
84,27,281763
85,27,292274
86,27,302539
87,27,312737
88,27,322923
89,27,333044
90,27,343268
91,27,353416
92,27,363824
93,27,373949
94,27,384132
95,27,394237
96,27,404338
97,27,414447
98,27,424567
99,27,434748
100,27,444889
101,27,455207
102,27,465335
103,27,475634
104,27,485898
105,27,496294
106,27,506525
107,27,516650
108,27,526797
109,27,536913
110,27,547106
111,27,557211
112,27,567316
113,27,577801
114,27,588130
115,27,598531
116,27,608663
117,27,618952
118,27,629246
119,27,639356
120,27,649518
121,27,659692
122,27,670079
123,27,680310
124,27,690546
125,27,700726
126,27,711040
127,27,721198
128,27,731760
129,27,741930
130,27,752083
131,27,762203
132,27,772399
133,27,782682
134,27,792921
135,27,803096
136,27,813482
137,27,823627
138,27,833769
139,27,844010
140,27,854232
141,27,864445
142,27,874772
143,27,885007
144,27,895194
145,27,905362
146,27,915674
147,27,926078
148,27,936346
149,27,946632
150,27,956936
151,27,967101
152,27,977303
153,27,987697
154,27,997854
155,28,7963
156,28,18153
157,28,28369
158,28,38536
159,28,48799
160,28,58973
161,28,69186
162,28,79526
163,28,89686
164,28,100184
165,28,110554
166,28,120685
167,28,131168
168,28,141649
169,28,151996
170,28,162239
171,28,172517
172,28,183111
173,28,193641
174,28,203960
175,28,214580
176,28,225260
177,28,235387
178,28,245518
179,28,255641
180,28,265916
181,28,276512
182,28,286986
183,28,297119
184,28,307449
185,28,317577
186,28,328104
187,28,338553
188,28,349029
189,28,359420
190,28,369865
191,28,380372
192,28,390865
193,28,401338
194,28,412064
195,28,422202
196,28,432522
197,28,442641
198,28,452763
199,28,463155
200,28,473483
201,28,483783
202,28,493961
203,28,504080
204,28,514194
205,28,524314
206,28,534453
207,28,544583
208,28,554697
209,28,564820
210,28,575151
211,28,585260
212,28,595595
213,28,605720
214,28,616186
215,28,626571
216,28,636686
217,28,647010
218,28,657153
219,28,667274
220,28,677695
221,28,687813
222,28,698299
223,28,708554
224,28,718685
225,28,728840
226,28,738956
227,28,749068
228,28,759173
229,28,769286
230,28,779557
231,28,789731
232,28,799880
233,28,809993
234,28,820128
235,28,830302
236,28,840576
237,28,850717
238,28,861108
239,28,871543
240,28,882108
241,28,892663
242,28,902875
243,28,913010
244,28,923269
245,28,933630
246,28,943756
247,28,953916
248,28,964045
249,28,974380
250,28,984495
251,28,994624
252,29,4985
253,29,15246
254,29,25720
255,29,35865
256,29,46271
257,29,56661
258,29,67033
259,29,77564
260,29,87718
261,29,98092
262,29,108341
263,29,118578
264,29,128929
265,29,139050
266,29,149414
267,29,159974
268,29,170360
269,29,180730
270,29,190909
271,29,201073
272,29,211416
273,29,221738
274,29,231886
275,29,242313
276,29,252524
277,29,262670
278,29,272835
279,29,282986
280,29,293136
281,29,303307
282,29,313756
283,29,323878
284,29,334004
285,29,344140
286,29,354457
287,29,364605
288,29,374728
289,29,385016
290,29,395162
291,29,405327
292,29,415436
293,29,425594
294,29,435711
295,29,445816
296,29,455916
297,29,466164
298,29,476393
299,29,486753
300,29,497268
